Name	WT_1_log2.cpm.	WT_2_log2.cpm.	DKO_1_log2.cpm.	DKO_2_log2.cpm.
Mphosph6	28.16828843	27.78048728	33.05966041	30.23190531
AU019823	25.52784767	24.72673759	29.65081798	27.34111171
Fam65a	16.25712229	17.59385839	15.13692235	14.24121173
Ndufs7	59.67273513	53.92939709	51.48213574	49.35074641
Ctbs	7.679434088	8.299359493	5.58671413	7.700755545
Scmh1	15.77972327	17.32760073	17.72851757	20.5633014
Bdp1	23.76884673	24.52191936	26.10039979	28.78010599
Dbi	74.18214092	76.85141936	72.95828945	60.71579617
Etv6	72.05366951	72.65549454	87.18451422	75.32203118
Fam45a	29.48685396	29.30347797	24.82978734	27.07707509
Tinf2	30.25286774	30.86714191	27.79974992	26.3184022
Tmem101	34.55924991	31.93352701	31.80099499	26.28194242
Mars2	17.49656732	21.84149949	14.45002416	18.71340262
Wls	51.19744821	44.50822309	26.8341819	47.96798726
Ssr1	246.7660308	272.1012926	234.590373	227.0710541
Tespa1	28.52193587	27.97371585	25.7232317	45.85477281
Tprkb	27.62686587	27.646022	30.04389591	32.40175384
Adam10	195.2258116	201.9703913	172.0876793	182.6578567
Hcfc1	150.9576438	161.0092764	194.8202727	159.6755932
Nfic	35.16333496	31.21137477	37.11678894	37.97557753
Pphln1	64.4005007	65.34477605	73.97674922	70.71772703
Rassf1	7.06162397	7.933733846	8.415214234	9.145106683
Anapc11	51.7325356	44.81780227	43.71328822	41.52764054
Zfp772	4.098227292	5.344296314	5.311060634	6.054467172
Gabarap	488.0888552	446.6497054	396.1766383	432.9330111
Scyl3	20.11221399	19.58938228	22.627417	22.56476737
Slc3a2	201.2716268	226.4423514	217.3686391	272.8567644
Tln1	601.3245293	534.1125599	665.364	616.5183392
Polr3gl	13.22320509	12.11733053	13.16832552	16.5527613
Dok1	62.46603269	58.76967439	64.71373317	71.25898357
Cks1b	39.36932303	47.07861587	43.20121552	23.98399363
Mina	46.78583835	42.78401585	41.41266094	37.89669158
Klc4	8.403556352	8.066819639	6.311574727	7.663481746
Rps6kb2	15.05321772	14.41001568	18.8305078	15.43357095
Slc25a39	110.7374964	100.4267645	97.41013637	91.58249728
Coq5	24.28510805	25.56326133	21.72071968	22.17711817
Mpp1	112.7512799	97.20778815	107.7093737	131.8725061
Rdm1	31.62514085	27.7227794	24.52191936	27.47409397
B3gnt9	7.095970441	5.942211683	5.070050088	5.888907449
Ndufb8	106.226507	97.61290581	94.48412196	88.21792979
Snx3	153.7028387	155.2016408	136.9969534	139.7786299
Atxn10	118.6855099	109.2129406	130.8708519	124.0690966
Ctdsp2	154.3434019	163.3700824	176.558198	178.6509778
Igkv14-130	6.57960055	9.693381283	21.03908416	6.315951094
Jak2	60.88436969	61.94860972	49.07784511	59.26054544
Paf1	53.70557677	44.32350298	55.3687482	55.98622495
Psmb9	317.8054378	307.1926739	343.4604096	356.5597391
Rnaseh2c	31.55944654	22.37785732	24.38631729	21.15607368
Smek2	132.5139103	158.4627572	161.4563083	167.3819326
Gm26782	10.60740608	9.126109727	13.14097121	10.26740718
Pfdn5	371.4437652	357.0543786	371.4437652	457.9353097
Cotl1	1002.926385	856.9100725	1194.341755	948.8261754
Kif4	14.84597562	14.51024526	14.92852786	8.224910613
Med10	21.63057333	21.78102586	26.13660772	23.32815006
Fam103a1	44.56996738	46.46266496	51.41081579	50.66789542
Itgb1	645.3777365	669.5277305	621.6677808	960.0728028
Dgkd	295.7019608	301.9152876	312.779034	361.5371275
Zfp764	14.60104782	16.42703273	13.16832552	13.71801659
AI846148	9.9176616	10.49041611	11.68835503	11.90916204
Dis3l	30.52670562	30.80302218	27.76123799	26.6857934
Gne	38.58585049	41.61408469	32.69504265	38.00190931
Sec11a	88.70847268	93.76645598	84.62429473	79.28631666
Foxo3	44.97339841	51.23294788	39.45127441	45.2234766
Wasf2	219.6404558	220.5558169	237.8651326	254.5843632
4930427A07Rik	12.84379822	14.86657079	12.44936282	11.41611605
Impa2	11.53543097	11.88442337	14.17228031	12.8973253
Mthfsl	16.22335168	13.64215827	11.79415374	13.75610378
Aftph	103.6086037	109.5921004	116.4042562	121.0953788
Fam46a	33.33578973	53.81737058	19.27955704	40.56040071
Pbrm1	51.55355463	57.84017451	64.2221919	58.93284462
Polr2g	96.67024548	98.7699312	90.19652833	85.80560586
Rpap2	19.49456422	19.78040417	22.26954227	22.37785732
Ipo13	38.45235358	33.03675314	41.24078818	39.6706464
Dbr1	27.15225285	28.38388176	25.8662678	23.05487598
Nr3c2	5.787739543	5.909352254	5.00024921	10.59271128
Ppdpf	156.6064693	137.3773167	124.2412121	136.8071669
Rap2c	116.9704256	122.1914898	102.040637	112.0500902
Slc25a35	6.233316637	5.445256466	7.275266014	6.480027789
Zfp622	79.56157881	73.46575449	81.8550772	88.95476607
Zfp839	21.90214101	18.98778876	23.0389011	23.71947216
Zfp946	6.439729101	6.342273093	4.067098693	6.351071447
Sdhaf1	10.9510705	9.760804082	11.79415374	12.20161323
Mrpl17	19.97328878	17.32760073	17.17216458	15.10547871
Pomt2	11.22777381	11.95050766	10.68859263	9.247093652
Trappc11	44.32350298	43.41133848	47.86834427	50.49259781
Zfp808	6.57960055	6.408559021	5.070050088	5.954581021
Capn2	79.56157881	76.6386371	81.68504121	92.8609413
Csnk2a1	73.1101598	75.4788219	82.76793164	82.19621178
Eps15	154.1295848	164.3924236	166.2257411	192.4046692
Fip1l1	60.21287088	62.76985626	69.64751627	67.3683939
Ighv9-4	8.987999224	15.16843144	29.63027272	10.13307403
Kbtbd8	8.230613663	13.21404264	8.242031629	9.176856194
Mplkip	24.82978734	22.76901538	21.79612855	19.97328878
Mrpl30	69.84088813	67.93108537	74.54294953	78.73864606
Sec22c	18.5326849	21.67559964	23.34432551	22.7059737
Uqcc2	44.35423634	40.53229612	39.69815353	35.45703513
Znfx1	72.75628629	81.62844107	64.08878437	73.16085347
Nop10	97.88392178	93.31260024	87.60856404	84.62429473
Npepps	54.15415018	62.12060607	62.12060607	69.02274763
Pmm1	29.00038202	28.4429658	28.24649588	21.42168411
Rad54l2	28.4429658	33.8245773	32.62712586	38.82731393
Rnf215	19.22617679	13.3428967	18.37917368	20.36471896
Ube2q2	33.66085693	36.65657274	30.42109124	31.97782698
Isca2	19.29292524	19.27955704	23.13491671	20.85035439
Dut	51.19744821	58.24248474	54.45527869	39.15161732
Tfpt	14.81513636	15.13692235	16.41565033	17.92622743
Pde3b	36.96274511	43.95635947	39.15161732	57.12300617
Cfl1	1539.237354	1458.2274	1821.612019	1566.142749
Aamp	144.8082512	135.4860025	123.2975224	127.9113079
Med24	54.79605021	50.07435403	60.00455017	57.56021198
Pcnxl4	9.26634245	9.126109727	7.275266014	8.485501931
Tfrc	35.4816206	46.33402152	39.72567973	29.24260641
Vps18	44.32350298	46.75342011	39.17876456	41.99076015
Ssx2ip	5.063026376	8.196454584	5.205367422	5.528928826
Xkr8	6.680703355	7.170133597	6.105036836	5.75573432
Cd38	638.7023728	655.749049	657.1140596	815.1942131
Cnnm3	23.63740902	23.86790443	20.21003619	21.6455717
Uprt	7.851672511	10.26029282	11.37661928	10.07005739
1700019G17Rik	6.750526369	6.87328604	5.759725274	5.921653192
Ptov1	7.200015438	8.397733469	6.652976787	6.680703355
Mettl20	5.374013703	4.681594566	6.000155957	5.823958196
Gimap9	72.00374302	69.4546798	82.76793164	74.9574516
Hspbp1	38.82731393	35.30987968	34.17809306	31.58132947
Lrpap1	57.44064324	55.63805185	50.2481996	50.94963832
Tceanc	5.544279543	5.014132082	6.689971199	5.75573432
Ube2m	85.86510239	79.23137861	73.82307872	74.69811852
Ick	7.474618775	7.802843692	6.138984384	6.940309497
Fzr1	52.38202762	54.4930373	63.91133863	56.18059505
Txndc9	83.92332891	75.79338316	91.90044868	86.16320443
Igkv2-112	18.0509142	18.25221945	4.655706138	16.91228865
Ambra1	56.2585319	56.14166712	62.76985626	62.42274954
Katnal1	6.57960055	7.23503502	8.586082291	7.568461174
3110082I17Rik	10.74802741	10.15416709	13.14097121	11.15021791
Ccdc174	20.98083223	17.82709841	24.6924828	20.26614806
Fnta	61.60604436	62.24991663	54.60647028	56.49299176
Irf2	167.0342333	163.2568821	174.7319959	194.5503816
Rpl13a	4308.589688	3929.145833	4287.734915	5049.763125
Timm8b	32.17793857	30.16910515	29.14143467	26.04618192
Cd24a	380.565244	378.7232024	230.7201184	385.6103595
Dguok	53.26071902	46.91573623	41.58525	46.98082035
Zdhhc9	49.24823105	52.89282036	41.21221214	49.00985591
Wars	98.63310187	95.8694998	105.8589912	109.8202279
Nfe2l1	154.5575157	152.8528879	125.0186917	148.2614792
Brms1	54.30450571	48.94196089	55.3303828	60.67372577
Dennd6a	23.24744079	23.36051217	25.7232317	26.87140777
Ggact	12.32913773	12.57947667	9.965899325	11.55143356
Gucd1	102.8216316	82.31023894	87.79093047	74.80174391
Hltf	58.444688	66.90304641	51.80430186	59.21948339
Lztfl1	8.094825608	10.68859263	7.824507788	8.061230083
Mrs2	10.09101927	13.57612643	14.89751712	13.09550691
Pdlim7	14.15264697	9.493894381	16.97100386	12.20161323
Spg20	37.71326105	36.5550799	28.16828843	36.5550799
Strn3	36.96274511	44.44656434	32.37930243	38.69298163
Supt5	177.4169454	160.2299467	194.5503816	183.1649946
Ube2t	5.303703041	6.408559021	5.58671413	4.146804404
Ust	6.821079134	8.362880802	6.413002635	6.516060505
Vdac2	199.6044397	215.1203206	238.3602739	225.1901634
Dcaf15	38.02825936	33.91848907	40.9275386	39.97427602
Caml	18.25221945	18.22693404	16.34752132	15.65986641
Fars2	25.35151395	25.05453748	27.76123799	28.98028746
Lsm2	23.86790443	24.89872565	23.78532775	18.41743186
Pias4	28.30529393	24.20108796	24.26828073	21.67559964
Racgap1	80.67221706	77.22521086	74.38810288	67.46185109
Rsu1	63.46987077	62.20678323	72.45432974	67.4151063
Becn1	81.51535842	72.2036568	88.0957185	83.34362813
Cln6	7.922742975	8.99423139	9.686664672	9.938306254
Kdsr	13.22320509	15.76878939	11.85973608	13.12276658
Ndufv3	60.88436969	55.79252733	63.6460908	66.57921706
Dda1	62.16367971	53.55687953	67.60228002	62.55268905
Ipo9	78.8478767	79.28631666	74.69811852	67.46185109
1810026J23Rik	61.47807129	61.6915077	72.2036568	65.16385278
Igkv4-72	402.2643285	109.8202279	176.0693527	100.775421
Phf2	74.59463668	72.75628629	84.918089	78.6840875
Rabggtb	24.35253409	27.95433267	23.83483941	22.17711817
Wdfy2	10.02131551	10.38910882	14.38008203	10.00049842
Sdr42e1	9.849155307	8.699907127	10.03521764	11.55143356
Vwa8	34.84790449	30.33686288	38.82731393	34.96888765
Dtd1	19.42711815	20.52058564	14.79461245	19.50808151
Eif4e	88.58558183	91.58249728	86.82267696	74.38810288
Ezh2	64.08878437	59.92142384	77.81627412	62.55268905
Gpkow	57.80009665	60.71579617	65.20903658	66.62538225
Ino80c	75.21768502	75.89852796	85.50874102	81.91183449
Mrps27	26.55662674	24.00062383	24.26828073	19.73931472
Gm13012	5.751746131	5.676493425	7.066520412	6.285380133
Max	124.2412121	143.4098194	151.271878	148.570101
Ubl7	64.84844161	68.87936799	71.60557447	77.11822816
Gapdh	82.19621178	89.13993476	106.5952987	86.58228679
Hs3st1	56.06389216	55.86992583	63.20645513	61.35036406
Arl14ep	19.22617679	23.63740902	23.40913953	25.83043438
Ddit3	11.05785765	10.12605275	8.724061861	9.573191706
Fahd2a	9.126109727	7.568461174	9.240686276	10.26740718
Zfp606	8.987999224	11.15021791	7.722136199	9.343739157
Ash1l	35.90219138	46.62397164	42.13654151	54.22927584
Elp5	43.74359846	40.53229612	47.6036404	46.68865102
Erf	10.40352117	14.00626128	11.27456604	9.247093652
Fcrl1	236.5497785	259.7536119	199.0517852	239.8518904
Paip2b	46.98082035	47.66967882	42.31214736	42.48848507
Fbrs	60.08779183	44.47738303	61.9056851	58.36372259
Otud7b	66.16516712	69.11849983	68.26148997	84.2146896
Tusc3	36.86040456	33.12847756	31.38492813	30.8885448
Terf2ip	35.9519969	37.11678894	38.10741918	44.20078234
Per1	23.15095817	27.0208284	28.03194608	28.82003136
Zdhhc17	22.17711817	28.18781997	19.68466152	23.68661277
1810013L24Rik	41.93258892	56.45384737	41.35529058	44.07840148
Ehhadh	16.91228865	14.90784687	18.48137255	17.90139362
Ighv5-6	27.83831529	33.84803084	26.59346757	59.7969502
Mib2	12.7109504	11.41611605	9.311412275	11.38450769
Ndfip2	36.00187151	32	28.68053439	31.53757878
Nhlrc3	38.69298163	32.89964245	28.30529393	34.27298634
Plekha2	242.1907576	240.1846263	257.7806208	280.5278122
Pycr1	6.302831088	7.500568772	7.824507788	8.293608808
Slc35a2	23.67020015	30.56905396	22.80060183	24.3187977
Uros	10.88296682	10.82278585	9.931419932	8.882710669
Tnrc6a	42.6359944	52.23699495	51.94813318	55.63805185
Dbnl	348.7380569	310.8338904	361.7878128	376.6289269
Fam208b	27.34111171	30.04389591	29.48685396	35.82761244
Rps4x	3000.526591	2864.365737	3110.649221	3463.464089
Tor1b	45.75951956	44.87997602	39.45127441	41.67181407
Ube2f	51.84022231	54.68222342	49.07784511	46.30191635
Ylpm1	42.01987601	43.95635947	48.06783766	47.86834427
Kif9	7.748945514	7.402435424	7.759695283	10.07005739
Cox14	57.20225039	45.79124864	46.10975196	44.63179732
Ncf1	126.9397415	121.7687394	139.2950325	136.9020272
S100a6	16.56423878	19.27955704	18.96148434	22.30043582
Agbl5	11.12705577	10.9510705	10.20355513	8.913549207
Atrip	14.33033072	12.38051995	15.65986641	15.03236399
Ifi35	57.36106877	54.91011395	64.08878437	60.84218248
Ighv13-2	4.890561111	11.55143356	14.06463297	9.376178269
Orc2	26.42808528	26.06424202	31.34144952	27.79974992
Upf2	37.29731834	34.7514194	37.2456491	44.17015531
Chfr	47.90153558	50.10907496	59.09646789	51.05569535
Irak1	91.90044868	97.88392178	106.7431736	103.3217375
Mast2	17.95109569	19.31968946	23.31198582	19.41365696
Metrn	7.748945514	6.538682628	6.652976787	5.460374872
Prelid1	239.0220659	234.7530351	279.1699796	250.0373834
Tmem64	58.28286935	71.65522487	68.92712808	78.03232602
Spc24	14.33033072	13.90951296	14.55053203	7.765075758
Rnaseh2b	32.13336138	30.61146106	29.79503423	25.83043438
Bloc1s3	26.42808528	18.88278949	19.61655776	19.11985928
Ormdl3	49.4877656	50.42264871	51.58930122	60.75789574
Rabgef1	21.55573723	23.83483941	19.82157916	20.23807268
Cdk6	5.234312286	6.773962499	5.759725274	4.178543051
Ap5b1	23.49041018	17.75311155	26.64882467	21.61558535
Mbd1	44.84887837	43.89546523	49.7974513	49.04383873
Trim26	81.17704956	68.4984767	83.74899657	83.40141756
Ighv2-3	35.75318842	44.91109523	35.90219138	8.851978825
Capn15	5.578974665	5.676493425	7.100890698	6.054467172
2310003H01Rik	15.9115227	13.53853755	13.92880901	11.38450769
Tbc1d23	8.78474251	7.700755545	10.20355513	8.950696808
Rfk	118.4389668	119.6768253	98.70149283	114.6426458
Lonp1	50.07435403	49.04383873	45.85477281	43.02191981
Tmem2	17.91380622	18.06343048	20.37883961	20.33650703
Acbd3	49.65957467	62.8569341	47.40607354	51.51783281
Gale	12.36336879	12.25246398	12.58819913	7.531827716
Tfb1m	10.64423233	9.031715238	8.479622267	8.485501931
Fem1a	92.66804303	82.82532189	94.15723173	100.775421
Acot7	17.7408103	18.18907157	18.27753995	11.68025609
Cuedc2	67.18186775	59.38390249	70.47306228	70.47306228
Ddx11	7.23503502	5.344296314	5.759725274	4.737086447
Smarcad1	29.24260641	33.56765848	35.28541322	35.33436311
Fam162a	28.16828843	27.22763934	25.54554836	23.71947216
Fam21	93.05424111	80.11497335	74.02804377	81.00842201
Bcl9l	33.33578973	27.87693415	42.16575846	29.73314158
C1qbp	111.6624263	109.0616442	106.521438	91.58249728
D8Ertd738e	89.82219047	85.98421925	79.28631666	79.89315513
Kansl1	85.50874102	90.00916479	96.33579183	97.41013637
Rltpr	20.08435186	16.63327096	20.47795862	21.51095991
Emc6	63.33802601	56.33657687	56.29754086	50.3877105
Etnk1	466.2629548	612.2597359	601.7414802	629.9091685
Chtf8	162.4666734	168.0795041	149.6034878	148.570101
Pmf1	66.34887047	60.3382103	77.11822816	65.07357909
Aktip	17.63048185	17.557311	14.59093065	16.27967507
Mroh1	50.17858906	44.29279091	41.41266094	42.90280293
Them6	41.84548315	36.68198994	33.66085693	36.17697815
Tmed10	249.5179855	257.0668911	222.5522074	233.2931278
Cnpy2	56.37563994	58.52576573	50.2481996	53.00292233
Vmac	28.34456061	23.60466331	26.37318672	33.49792902
Ppig	49.00985591	43.38125846	40.61666835	41.87449829
Rad23a	64.4451552	61.86279021	61.94860972	49.97033553
Unc45a	49.59077958	46.52712055	53.96679106	53.11325348
Abhd17a	96.46943421	70.32666992	75.74086539	69.5510312
Ash2l	48.6375954	46.88322799	53.92939709	52.38202762
Vav1	230.7201184	209.9642653	266.1323354	228.6504582
Pnkp	58.93284462	47.01339626	60.63168452	59.1784498
Mkks	20.01486528	22.89562432	18.89588258	18.88278949
Klf3	69.11849983	69.4546798	79.67195106	73.66972744
Strn	52.23699495	58.00076405	62.8569341	60.00455017
Notch1	11.9174197	16.10012518	19.04050714	14.34026719
Suz12	152.6411357	143.509258	173.4047971	156.4979555
Exog	11.60761766	14.70260614	11.79415374	10.82278585
Phf10	18.86970548	20.98083223	19.4810563	14.90784687
St6galnac6	11.40030091	11.41611605	9.897059829	10.03521764
Acsl4	45.16082699	58.56634676	45.16082699	45.95022434
Ino80	30.33686288	28.54171262	33.61422541	32.24492033
Zfp191	53.44562684	58.00076405	63.42589205	60.54768939
Rnf38	54.72013939	61.99156411	63.3819438	66.81036335
Acat2	14.2214829	17.86420739	20.99538007	16.51837657
Acox3	111.1219491	113.142724	117.0515315	132.3303342
Bnip3l	96.73727541	105.1277697	78.41186124	100.2876399
Bub1b	34.96888765	43.02191981	39.58823932	21.48116004
Cdc42bpb	18.01341738	16.90057001	19.65739169	19.87661251
Cherp	52.16462927	48.36863771	59.83841266	52.74637344
Ddx25	4.924577653	5.509800186	3.171136546	5.296355642
Fopnl	49.14592863	40.33610853	50.10907496	50.80857158
Gtf3c1	56.61058786	54.0791286	62.98777741	59.92142384
Katnbl1	12.4321163	14.73321116	15.65986641	15.53015152
Mapk1ip1	8.91972975	6.408559021	7.621103984	11.08855909
Mrpl12	59.01459955	55.44555881	55.67663057	45.82299972
Nek4	5.544279543	4.979496942	4.067098693	4.870264075
Psenen	67.88401545	69.35846188	59.7969502	64.0443768
Sdhb	144.3072528	136.1449821	132.8818266	119.0150327
Zfp598	22.59607047	24.43707997	27.85761803	25.19385525
Dnmt3a	41.96166445	46.43047065	60.08779183	42.54742746
Gpi1	559.5022024	520.5886327	580.4387393	623.826055
Hsf2	5.407643332	6.272323633	5.274374458	4.704365001
Lck	38.02825936	36.65657274	56.57136199	34.08346251
Spast	48.90804866	51.94813318	47.3404003	42.96232009
Rnf145	143.509258	128.8010014	145.0091373	158.5726333
Rps25	1101.306256	1076.401059	1174.637593	1250.249229
Prpf19	169.9539403	160.7862248	156.2811536	140.9461246
Rpl31	355.3261361	322.4652749	360.5361221	397.0013216
Ftsj2	8.609920998	10.02131551	8.066819639	8.061230083
Sssca1	10.16120786	8.699907127	8.89503326	7.240051703
Plcg2	456.3509739	443.2571215	490.4628317	509.5217776
Trappc12	63.6460908	54.22927584	64.35587715	67.46185109
Arih2	41.24078818	38.16028391	45.50647714	43.05175067
Dnajc12	5.130146411	5.645103374	5.137263236	7.895332367
Kri1	21.87179923	20.64899985	24.23466105	23.62103049
Ufm1	63.60198997	65.79928491	73.82307872	69.35846188
Zwilch	6.543216468	6.041890342	6.1731207	4.407620464
Ap4e1	13.3985038	15.27393623	17.13649317	15.65986641
Cnot11	45.95022434	44.75571465	51.7325356	49.14592863
Eif1a	82.19621178	95.27329633	102.8929268	94.6151956
Hibadh	74.74991326	73.61868117	67.46185109	67.04231213
Ppard	19.14638341	16.16722314	22.45554762	18.29021337
Rc3h2	28.48242346	40.9275386	36.93713336	44.60087164
Tbc1d10a	23.21523533	21.51095991	20.37883961	19.21285484
Zfp189	6.062866266	7.568461174	5.415145116	6.1859707
Zfp513	19.29292524	21.84149949	23.0389011	23.49041018
Nlk	26.35491255	28.38388176	31.64706932	29.63027272
Snx4	96.26904009	91.45562494	105.4196502	101.6876032
Ankrd11	8.299359493	7.135428155	9.272767615	8.586082291
Gdpgp1	15.97783466	14.00626128	18.58413971	15.85647301
Pet112	11.22777381	8.99423139	9.376178269	7.895332367
Pnisr	27.34111171	25.92011116	30.82438061	28.82003136
Tma16	13.46367172	12.7109504	15.55169581	14.31047843
Stim2	35.06597653	38.00190931	37.58278308	44.7247031
Eif2a	86.16320443	79.89315513	79.1216167	70.52192742
Gak	135.7680309	131.5985698	148.1587478	147.6461574
Hspa12a	9.679952714	8.230613663	9.069355302	12.00863278
Narg2	9.747282109	12.21853998	11.82689945	13.75610378
Rer1	158.1335856	154.2364563	137.0919454	145.0091373
Strn4	58.60695593	49.35074641	62.63946563	58.444688
Swt1	15.77972327	18.922096	17.75311155	22.43998801
Ccar2	62.5960623	61.77708959	73.46575449	64.75860487
Ly6d	919.6875498	865.2660576	652.5750412	899.5127995
Ncdn	55.3687482	48.03453112	58.24248474	57.24191371
Slc19a1	20.4212603	19.98713801	18.62282455	17.11275341
Tomm40l	21.66058046	21.03908416	19.54868963	18.29021337
Ap5s1	12.29500145	11.51945055	12.51858851	14.86657079
Copg1	93.70148454	89.38742608	104.4739899	97.54526914
Dpysl2	14.67206469	15.53015152	12.51858851	13.94813183
Luc7l3	52.23699495	81.40243243	55.29204399	57.5203281
Ifi203	55.56097457	45.60120365	58.64759326	55.21544605
Stx3	13.36140671	12.25246398	8.139837537	13.05924874
Tbck	12.15939885	11.48755608	13.03212101	13.94813183
Ccdc6	30.06472797	35.65419683	36.83486372	37.03968694
Tmem67	7.988917329	8.230613663	6.448662652	7.568461174
Mis18bp1	6.648366893	8.432731386	7.100890698	5.660776641
Slc39a3	28.07083356	25.26380437	23.07086194	24.35253409
Dock9	16.25712229	17.59385839	18.93521635	19.37332934
2510009E07Rik	5.303703041	6.075486759	5.72390608	7.765075758
2610018G03Rik	56.49299176	60.63168452	57.80009665	74.9574516
Ak2	111.5077366	111.6624263	142.715676	109.6680902
Eed	59.38390249	66.99585805	72.85721786	67.6491546
Map3k7	68.02532316	72.30382173	77.65462786	77.17170097
Evc	14.81513636	11.78598149	14.24121173	16.57572422
Irgm2	54.22927584	59.59006847	47.76890827	54.00421095
Tmsb4x	4547.947863	4516.532892	3805.842122	4311.57721
Nme7	6.337878487	5.377739977	6.689971199	6.906716469
Pak4	40.02973056	40.75767921	43.35119928	46.52712055
Agtpbp1	27.45505697	25.83043438	29.10106406	30.42109124
Arf6	424.6116075	458.2528363	477.0510998	504.6012605
Vdac1	121.600049	128.7117543	120.3422979	104.7640552
9130401M01Rik_1	16.56423878	13.3799424	13.96748146	11.87618857
Atrn	20.6633176	24.36941984	19.00095466	20.62039409
Elac2	34.24923835	32.83130065	39.28754189	35.60480386
Mturn	5.303703041	4.582071592	4.44751663	7.829933203
Pcbd2	13.91915764	12.67575697	12.55334557	10.56338273
Ubap2	40.47614536	39.36932303	50.14381996	40.05748668
Pced1a	11.74520509	10.55606329	14.48010341	11.41611605
Vkorc1l1	18.94834579	18.94834579	16.10012518	17.39981425
Prdm4	28.8400148	31.40669004	31.31973281	36.42860893
Ociad1	197.8139007	195.2258116	173.2846437	182.0259086
Poli	13.64215827	12.08378068	10.54874892	11.84330638
Prpf4	35.75318842	44.23143061	45.47494538	44.69371304
Sass6	6.267977496	7.300523908	6.722510018	4.639598618
Satb1	49.3849656	58.00076405	55.06256836	32.92245465
Atp6v1h	76.85141936	79.1216167	74.28505052	66.76406999
Elp3	76.95803193	77.49331737	82.02546715	88.15680297
Fam175a	9.0254571	8.168097006	10.31019704	9.441394747
Fmo5	24.65827547	25.88420315	17.79006652	25.59872411
Mrps9	45.28621313	39.64315833	48.84029469	46.07780219
Mtmr12	52.02019853	53.92939709	62.07756226	55.7538683
Sp1	169.0141236	179.1469908	199.1898052	186.6252005
Sirt2	78.19475851	71.90399379	65.70813093	70.03479688
Tango2	17.70395765	15.20000613	14.34026719	14.51024526
Scly	36.45386807	30.63268666	40.75767921	35.09029083
BC147527	12.95107546	11.45574993	12.24397416	16.18965122
Chmp2a	103.3933795	101.6171432	91.9641713	94.48412196
Ssh2	139.1020624	165.5358633	154.9866347	189.4929021
Bicd2	44.7867477	35.01739844	34.24923835	36.12686095
Ccdc61	8.5741877	7.37171349	6.792769972	7.007986521
Dcaf11	81.40243243	74.90551305	84.15633665	88.34031062
1700037H04Rik	17.219842	15.20000613	14.82540899	13.62325932
Gigyf2	49.62516521	50.00498433	56.41473011	54.0416568
Wipi2	45.66446418	46.62397164	39.09737925	43.74359846
Zdhhc8	32.71771298	28.52193587	35.55547932	33.10552261
Ccnk	60.42191483	56.18059505	65.9819724	63.07515756
Rnf123	41.78751319	39.09737925	43.71328822	46.17371798
Eapp	52.23699495	50.59770346	55.63805185	58.24248474
Eif4ebp2	97.95179327	99.31914935	121.1793448	99.04415959
Fkbp3	68.45101362	67.46185109	62.20678323	61.05341124
Nars	194.0117205	192.1381245	184.3112088	163.823669
Ube2d1	47.14392595	43.29114339	50.7030279	49.7629463
Ppp1r18	237.7003142	262.6504052	281.3066797	273.8040545
Anapc4	58.08122594	55.56097457	62.68289905	62.81338009
Timm10b	7.542276287	5.975253828	6.1731207	5.362850366
Ubqln1	182.6578567	189.2303912	170.0717842	166.6872563
Mief2	14.08414422	11.64791639	14.86657079	14.611172
Edf1	158.2432334	137.9498426	129.4274663	136.9969534
Fem1b	64.84844161	89.07816908	83.28587875	92.47554547
Ilk	71.30839365	66.07350627	64.48984067	59.63138748
Ube2v2	13.36140671	13.5104142	12.58819913	10.95866384
Cux1	70.66872622	73.31314547	63.6460908	66.94943615
C78339	18.63573738	23.32815006	14.34026719	21.02450603
Sptan1	212.4530139	185.3360861	226.5993637	215.8671642
Mrpl22	17.46022203	17.32760073	16.06668069	14.67206469
Ankrd26	4.030615042	5.475535252	5.070050088	6.250623041
Ccna2	55.7538683	64.89340671	62.12060607	34.27298634
Dcaf13	55.02441512	57.32132289	64.84844161	59.54877809
Dhx32	23.45786812	22.30043582	19.37332934	21.28846466
Bola3	27.17107989	24.30194704	22.37785732	23.45786812
Kat6a	115.4400484	112.9076947	130.2374006	121.684365
Swi5	134.7367878	134.6434277	125.1921246	119.0150327
Dck	81.17704956	101.9699323	80.5046382	83.1705
Gbf1	85.98421925	91.20240731	101.2655746	93.83147246
Casp6	21.36237285	22.7059737	19.65739169	19.57580866
1810043H04Rik	24.05058365	16.10012518	17.82709841	16.25712229
C330027C09Rik	20.08435186	22.5022912	21.99341913	13.28752039
Sdc1	53.63117662	54.98628832	56.80712559	63.7343842
Phka1	15.57326999	11.720807	14.79461245	16.87715707
Scand1	38.77352513	12.81711804	18.85663052	14.70260614
Cuta	48.30163099	47.50475426	45.34903669	40.87084029
Mpst	48.5702161	43.47156111	52.78294711	49.62516521
Sugp1	43.65273072	35.65419683	44.50822309	44.50822309
Vps72	45.06701526	42.13654151	46.88322799	49.8665331
A930005H10Rik	9.540070979	8.730111016	7.792034148	8.156781464
Bet1l	32.49171523	33.33578973	33.47471807	40.39206503
Cdt1	18.70043598	21.73578055	18.8305078	16.78382924
Cep128	10.60740608	10.15416709	12.9331339	10.89051293
Eif5b	108.6843195	89.07816908	95.07538692	81.12080141
Epn2	9.573191706	9.094535786	5.311060634	9.740528149
Gfm2	41.1266028	41.90353354	39.83597553	34.60719243
Mfap3	64.2221919	78.62956675	60.04615658	67.4151063
