Name	WT_1_log2.cpm.	WT_2_log2.cpm.	DKO_1_log2.cpm.	DKO_2_log2.cpm.
Rps13	140.2639061	125.9755548	1.792533399	1.447938172
Clec4n	240.1846263	259.9337218	8.657797156	7.663481746
Cd163	84.33151691	104.9093898	1.309485423	1.185092771
H2-T10	7.06162397	6.906716469	116.6465639	119.5110329
Ptgis	32.9909862	33.15144843	0.102735023	0.329876978
Gdpd3	0.137071449	0.033749267	83.80706708	120.9276212
Itgad	456.3509739	449.4447604	33.87150064	31.6909719
Igf1	98.7699312	112.1277843	3.931282394	5.00024921
Nr1h3	80.39311239	79.7271946	5.137263236	5.6255728
Hmga1-rs1	0.068203992	0.166546853	25.54554836	22.43998801
Adamdec1	123.7255804	138.2369997	10.23897931	11.2511456
Tgm1	49.41920852	48.6375954	2.620786808	2.86195304
Hebp1	92.92532991	84.44850629	4.275223965	5.559672879
Slc7a8	45.95022434	45.2234766	2.722628233	2.66474965
Rims3	60.8000245	58.16179945	3.964118253	4.475348404
Tspan4	60.5896724	58.48521281	2.86195304	3.750284386
Slc16a10	64.84844161	61.5633571	4.826575679	5.165829401
Csf1r	1167.332631	1329.805929	49.41920852	65.79928491
Slco2b1	107.4856311	103.3933795	3.550445349	5.362850366
Igkv3-2	200.5752799	193.0726498	1771.799942	1867.639123
Ptprm	33.89498671	34.51137381	1.758079122	1.711190051
Crip2	63.11889309	60.17114896	2.20686748	3.356598548
Jup	83.80706708	82.42442429	5.172995728	6.745848882
Vstm4	33.73092555	32.40175384	0.999307093	1.447938172
Asb2	128.1775687	120.0923132	15.55169581	15.69246406
Tnfaip2	36.1018284	33.89498671	1.792533399	1.975201723
Rxra	91.77313587	84.15633665	7.621103984	8.718016898
Stab2	50.94963832	44.20078234	1.8263965	2.599078125
Cela1	30.71773635	28.94014008	1.48246701	1.546492675
Gpr141	27.97371585	21.6455717	0.412938832	0.329876978
Kcnj10	201.1321643	191.2081225	7.862564788	11.68025609
Kitl	16.18965122	17.23178202	0.309712174	0.395568651
Cd68	213.9307415	217.670185	19.06692119	23.81832408
Ccl24	12.12573253	13.74657208	0.137166492	0.066615421
Creg1	458.8885502	433.8342067	48.36863771	55.71523605
Hmox1	1862.4681	1624.747711	61.64876122	88.34031062
Cd302	60.50573547	62.8569341	3.482202253	4.900741328
Nav1_1	24.11735855	28.52193587	0.61985385	0.954621014
Hk3	42.57692931	38.9621126	2.550888783	3.157975547
Col14a1	61.86279021	43.65273072	0.378666579	0.790589117
Fyb	52.27321543	50.14381996	2.446976082	3.652793
Hs3st2	30.21095741	24.30194704	0.964598185	0.691595315
Acp2	97.88392178	95.40546476	5.172995728	7.531827716
Def6	89.20174328	74.4912982	8.310872826	7.732848777
Ptplad2	27.89626367	29.1818613	1.102669163	1.613283518
Epb4.1l3	56.33657687	52.09236384	2.688869988	3.980638887
Tgm2	75.11348341	88.89312869	8.100438459	8.815240927
Tspan9	13.84218705	12.84379822	0.412938832	0.23116582
Timp2	92.34743596	85.27198881	9.794691139	11.51146864
Pygl	30.82438061	36.93713336	1.89605393	2.270484204
Aif1	79.01200684	76.00381863	4.481556857	6.611602545
Tlr13	42.01987601	41.81648812	2.653690281	3.685856745
Cmbl	23.70303677	19.98713801	0.516557194	0.888842681
Vcam1	1671.583839	1941.559225	59.38390249	88.83153402
Adrbk2	25.97406659	28.14877043	1.8263965	2.073402202
Tnfrsf21	67.04231213	72.60515104	7.100890698	8.74828366
Il18	41.18365591	39.26031927	2.310171569	3.324183446
Gpd1	16.15602076	13.93846707	0.3441239	0.560194607
Mpzl1	53.78008014	54.34215977	1.860899315	3.224331326
Lrrc25	57.00434564	49.90110993	6.620774529	6.77865948
Adm	1.825130977	1.493813457	24.82978734	23.05487598
Kctd12b	18.59702572	17.32760073	0.89564567	1.119612889
RP24-247B20.1	12.67575697	13.17745628	0.481964904	0.132402292
Slc45a3	12.01695942	15.03236399	0.378666579	0.362738052
1810011H11Rik	15.9115227	15.30573053	0.309712174	0.724471077
Dock4	20.87927916	21.70566924	1.309485423	1.646040691
St6galnac2	15.57326999	15.23164654	0.447512535	0.823020345
Gtf2ird1	22.7059737	20.80704234	1.275444392	1.613283518
Clec12a	107.4856311	106.226507	7.240051703	10.62948651
Fmnl2	29.93995193	32.49171523	2.688869988	3.125311521
Rnf144b	28.58130728	26.26373148	0.827023368	1.546492675
Ltbr	20.63469201	18.62282455	1.102669163	1.382232207
Tcf7l2	15.40151109	16.92401542	0.964598185	0.987600861
Pilrb1	52.09236384	44.7867477	1.447938172	2.599078125
Sdc3	326.2875206	333.3745125	46.59166557	56.18059505
Sepp1	591.4039217	685.0189081	53.00292233	71.06168535
Amz1	27.76123799	25.56326133	2	2.500124605
Scamp5	23.55562979	22.30043582	1.205807828	1.777685362
Mafb	131.6898186	96.33579183	7.205007839	9.176856194
Sdc2	8.473746677	9.958993883	0.275094652	0.132402292
Gm5150	14.98035596	13.90951296	0.585605091	0.888842681
Prkar1b	20.53481436	17.46022203	0.89564567	1.218410264
A530099J19Rik	6.611602545	5.80783312	0.068203992	0.033749267
Cdc42ep2	17.70395765	17.59385839	1.205807828	1.481439798
Rgs10	53.11325348	52.41834866	5.205367422	7.007986521
Pparg	28.90004832	24.65827547	1.309485423	1.975201723
Cmklr1	17.49656732	18.4941873	1.344434994	0.888842681
B4galt4	11.85151838	14.80487085	0.206183387	0.494142826
Pak1	20.15407968	21.34757071	1.102669163	1.646040691
B430306N03Rik	54.68222342	48.16789592	7.759695283	7.568461174
Maf	45.88656794	48.30163099	2.067661472	3.521036054
Sash1	71.25898357	61.0957449	3.206501318	5.098242509
Il18bp	27.6651914	28.42325747	3.276146791	3.190980959
Nfasc	5.684368173	5.311060634	0.033749267	0.066615421
Csf3r	15.84548595	15.67072476	1.240567298	1.316766922
Glis3	7.610546211	9.063071082	0.102735023	0.264071406
Slc8a1	16.87715707	18.922096	1.309485423	1.481439798
Ctsb	3320.074731	3565.775107	484.7173792	582.8577429
Akr1b7	12.60566218	18.12614216	0.378666579	0.395568651
Slc12a7	40.89917962	38.29276682	3.3449856	4.607550569
Hbb-bs	178.0328924	121.9376637	7.448758559	9.573191706
Pdgfb	12.15939885	11.61566624	0.723467443	0.790589117
Slc16a9	43.95635947	41.26938402	1.205807828	2.370185542
Snta1	14.91818378	13.90951296	1.137605228	0.954621014
Ppfia4	20.11221399	22.03920074	1.964279191	2.073402202
Serpinb6a	145.6134692	139.1020624	19.21285484	24.93326655
Kcnj16	61.22292212	58.24248474	2.067661472	3.750284386
AF251705	51.84022231	49.93571073	2.584705661	4.31093258
Mras	11.98368748	10.82278585	0.516557194	0.724471077
Wdfy3	41.01273357	43.71328822	2.067661472	3.487032958
Ptgs1	97.88392178	112.1277843	5.137263236	8.224910613
Sort1	123.7255804	121.1793448	4.172754374	7.270224932
Cystm1	9.986644391	9.794691139	0.516557194	0.625898229
Acer3	56.96484693	59.87990386	9.031715238	10.59271128
Ear2	58.16179945	57.88028016	3.067365319	5.13370359
Agmo	6.37312077	7.23503502	0.102735023	0.264071406
Rgl1	81.17704956	82.71058116	17.31559431	16.31356293
Ccdc148	15.60568738	15.10547871	1.172022284	0.625898229
Ckb	51.7684063	44.56996738	7.652865265	6.57960055
Nfam1	79.78247643	82.19621178	15.5840683	17.07720541
Fgd4	11.32940351	11.35298685	0.654289036	0.922103118
Sema6d	70.66872622	92.0279381	8.242031629	10.26740718
Vnn3	16.42703273	17.75311155	0.481964904	1.086734863
Lrp4	20.53481436	16.92401542	0.61985385	1.185092771
Ctsd	1270.340913	1258.073068	210.4013279	252.6506357
Epor	14.01597304	13.47300726	0.275094652	0.790589117
Pdgfc	10.98908987	10.58537152	0.89564567	0.757333158
Tns1	32.55935015	27.95433267	2.240778428	3.224331326
Nid2	8.544523264	8	0.481964904	0.461371246
Clec1b	28.80006175	30.50555345	1.378405153	2.46741434
Lair1	80.05946113	80.8961983	5.311060634	8.456144324
Tgfbi	102.8216316	96.87147475	5.621674801	9.145106683
Havcr2	9.9176616	10.1894198	0.516557194	0.790589117
Abcd2	15.9115227	14.10368253	0.86154616	1.316766922
Dmpk	20.93724914	19.4810563	1.137605228	1.876442393
Vwf	9.986644391	13.14097121	0.61985385	0.494142826
Lphn3	6.611602545	8.066819639	0.033749267	0.296889917
Emr4	268.5412679	274.3740064	7.479801582	13.32441233
Apol7c	7.610546211	10.45412203	0.309712174	0.099511012
Lrp12	9.402210627	9.063071082	0.61985385	0.724471077
Ttyh2	18.08848907	18.06343048	1.344434994	1.975201723
Scarb1	80.11497335	79.67195106	17.86420739	15.82353466
Tmem65	62.98777741	64.4005007	12.55334557	13.97716633
Tjp1	8.196454584	8.864258783	0.516557194	0.625898229
Gdpd1	15.26335281	16.37019952	1.860899315	1.678299274
Fkbp9	8.333947432	7.170133597	0.240648611	0.461371246
Ubd	26.63035951	28.18781997	3.171136546	2.073402202
Tspan15	20.63469201	21.94773262	2.240778428	2.797232165
Kcna2	8.544523264	9.292069855	0.447512535	0.691595315
Ninj1	105.2736088	97.34264021	18.03840659	21.87179923
Fam213b	41.81648812	38.61260543	7.448758559	7.402435424
Rab3il1	52.6733021	45.53803076	2.171963713	3.850377772
Oaf	9.815079818	10.45412203	0.86154616	0.494142826
Dlc1	7.438439541	7.765075758	0.481964904	0.132402292
Abcc3	169.836178	186.1084822	5.00024921	9.081936817
Tbc1d2b	15.32696349	18.32828637	1.758079122	1.447938172
F11r	23.63740902	18.94834579	1.447938172	2.040609318
Enpp2	5.787739543	7.37171349	0.275094652	0.132402292
Iqgap2	9.474172895	9.292069855	0.792234811	0.790589117
Gpr35	25.31639364	30.06472797	1.93053405	2.928171392
Dgki	6.921093525	7.37171349	0.412938832	0.461371246
Cd5l	454.4570047	575.630809	58.40419127	75.74086539
Sulf2	8.128561144	7.537050191	0.585605091	0.329876978
Tsku	6.921093525	7.037192607	0.378666579	0.494142826
Lrp5	28.16828843	28.09029752	1.344434994	2.500124605
Serpinb9b	6.404118485	6.307201392	0.275094652	0.428390977
Slc22a23	19.14638341	17.59385839	1.068065408	1.842928372
Nos1	7.06162397	6.143241079	0.412938832	0.296889917
Cd14	54.91011395	85.50874102	2.722628233	3.882537879
Gsta4	5.130146411	6.639156685	0.240648611	0.132402292
Hap1	17.7408103	17.19598677	0.999307093	1.777685362
B3galnt1	9.849155307	8.033340346	0.688725023	0.494142826
Gm13710	7.510973979	6.806909836	0.206183387	0.527045712
Arsg	12.74624154	14.07438521	1.620006947	1.580082624
Adrb1	9.402210627	14.24121173	0.3441239	0.527045712
Cnksr3	17.49656732	17.52083953	1.654046737	2.335934789
Dock5	7.610546211	9.461048002	0.481964904	0.625898229
Nptxr	13.12276658	11.58350538	0.930449658	1.350037985
Tlr8	26.7598848	31.47206637	1.93053405	3.157975547
Camk1	15.97783466	14.86657079	2.137611982	2.040609318
Aph1c	6.750526369	6.439729101	0.275094652	0.527045712
Ptafr	11.05785765	9.828695844	1.033830736	0.625898229
Ppm1h	27.24651865	28.01252255	5.070050088	4.639598618
Tyrobp	290.4206041	287.4166841	40.47614536	55.83121317
Unc5a	13.29673379	11.28238368	0.757858283	1.218410264
Clec4a2	49.45347518	38.88117734	1.758079122	3.190980959
Enpp4	19.80784465	26.89004007	2.275210456	2.533268507
Erbb2	11.88442337	11.58350538	0.3441239	0.922103118
Sall2	7.851672511	7.636968113	0.61985385	0.757333158
Tnfrsf1a	46.72102434	50.7030279	3.585066798	5.921653192
Pla2g15	247.6227404	255.6453545	41.90353354	55.52247598
Paqr9	66.53308385	88.52420026	3.138336392	5.362850366
Tmem26	87.91271894	105.9323925	22.31589866	19.80784465
Mrap	6.130479841	7.336032346	0.412938832	0.066615421
Nuak1	12.8794582	10.85283462	1.240567298	1.382232207
Cebpa	9.195958784	8.963113714	1.033830736	0.987600861
Stk39	14.36016081	14.44001164	1.033830736	1.744725412
Gm4980	6.511545481	5.775716782	0.447512535	0.099511012
Ms4a7	33.87150064	30.86714191	5.035028694	6.220368287
Hbb-bt	48.23471711	34.67923094	1.688801775	2.928171392
Adam22	12.12573253	11.32155328	0.964598185	1.481439798
Mertk	125.8010366	135.5799468	5.035028694	9.247093652
Tmem37	13.84218705	9.890202087	0.447512535	0.823020345
Soga1	9.056791217	8.760419766	0.999307093	1.053361036
Tnfrsf11a	8.264915101	7.668795508	0.206183387	0.658839976
Hpgds	30.31584226	27.55037403	5.72390608	5.3294993
Igsf6	12.50124608	15.13692235	0.688725023	1.316766922
Tagap1	3.547985221	3.253516793	19.68466152	19.8353232
Slc12a2	100.4267645	102.040637	29.83636757	29.50729977
Pid1	17.01812277	16.63327096	0.688725023	1.513616793
Clec4b1	13.84218705	10.15416709	0.3441239	0.790589117
Aatk	10.77786861	8.333947432	0.481964904	0.823020345
Gm4841	0.206040521	0.332401777	5.241573615	7.433285394
Galc	26.24553316	28.05138308	4.965709966	5.494544934
Tmem86a	56.37563994	46.14172389	3.826432632	6.1859707
Dock7	6.993428963	8	0.654289036	0.790589117
Ctsf	10.16120786	11.61566624	1.309485423	1.447938172
Hpgd	193.7429495	201.2716268	6.584162762	12.3719414
Apobr	23.52299738	24.16756137	0.378666579	1.151887642
Clec4a1	68.4984767	72.60515104	3.655325801	6.643760193
Axl	933.1725114	928.6556968	27.47409397	51.23294788
Wdfy1	5.649017618	6.607021319	30.00227509	30.78167855
Trim47	6.959578822	6.507033585	0.688725023	0.658839976
Cd244	20.4637693	13.93846707	0.999307093	1.447938172
6430548M08Rik	6.611602545	7.500568772	0.585605091	0.757333158
Dlg2	6.854255638	5.708058023	0.447512535	0.560194607
Alas2	6.648366893	5.180171995	0.3441239	0.428390977
Large	9.26634245	8.264915101	1.102669163	0.757333158
Anxa3	8.681834975	8.134197386	0.654289036	1.053361036
Lpcat2	59.92142384	62.42274954	7.895332367	11.68025609
Abcg3	215.1203206	206.9301424	29.34412938	42.48848507
Gm9825	0.033749267	0.033749267	38.74665869	17.56948502
Siglech	9.986644391	12.7109504	1.275444392	1.350037985
Igkv17-127	49.7629463	70.61975936	337.5599653	382.1512661
Snx24	6.921093525	5.544279543	0.3441239	0.560194607
Hcar2	73.56767027	64.71373317	1.723092319	3.685856745
Parvb	9.613088396	8.196454584	0.999307093	1.119612889
Raver2	6.302831088	8.066819639	0.585605091	0.658839976
Myo9a	66.34887047	77.81627412	14.41001568	17.60605775
Trpm2	75.11348341	74.23357789	2.895876345	5.692253845
Slc9a9	72.80673458	79.56157881	10.14010018	14.86657079
Pdlim4	6.993428963	5.112397453	0.378666579	0.395568651
Cttnbp2nl	9.613088396	11.85151838	0.757858283	1.25092908
Cd300a	146.3217069	150.1228735	4.481556857	8.851978825
Dse	68.5935016	65.20903658	18.10103141	14.70260614
Arhgap32	7.542276287	8.497273492	0.827023368	0.329876978
Fcna	435.34037	494.9023217	12.38051995	23.6537989
Plxnb2	167.1500527	184.822937	54.26687774	48.70506819
Cln8	78.41186124	67.13531696	14.13304082	17.76542134
Pigz	6.096579321	7.003130638	0.481964904	0.757333158
Lipa	379.2485883	357.3019556	92.09174912	108.7596799
Galnt3	51.0203185	49.31655093	1.205807828	2.797232165
Ifi204	21.39200793	22.94328397	1.723092319	3.027233586
Sgk1	31.58132947	44.20078234	6.138984384	5.2634181
Scn1b	10.26740718	9.39569577	1.102669163	1.513616793
C6	142.5179671	173.0445866	8.51496146	14.80487085
Gfra2	98.83841704	105.200664	3.3449856	6.713197097
Npl	6.267977496	6.507033585	0.792234811	0.395568651
Ggt5	8.027773988	7.933733846	1.205807828	0.987600861
Matn2	6.648366893	7.037192607	0.585605091	0.922103118
Lst1	58.36372259	58.81042454	6.759891075	10.6589986
Myof	32	30.93139511	7.862564788	7.895332367
Idh1	64.31128451	67.32171387	12.31205776	16.64480426
C1qa	887.744065	850.4013047	38.34588868	69.79249489
Gzma	10.60740608	7.105814367	0.206183387	0.560194607
Hnrnpll	6.029339638	5.045509635	0.447512535	0.59295725
Epb4.1l1	10.16120786	8.963113714	1.205807828	1.513616793
Dgat2	9.679952714	6.935500508	0.792234811	0.757333158
Igsf8	90.13403052	81.06459224	24.7610399	26.19101381
Plxna1	29.08089973	29.1818613	6.484520959	7.336032346
Acot1	8.196454584	6.041890342	0.516557194	0.724471077
Hba-a2	30.82438061	19.61655776	1.137605228	1.909242028
Cxcl9	19.94561911	21.94773262	2.550888783	3.815838202
Ctnnd1	9.573191706	9.363189132	1.172022284	1.646040691
Hba-a1	50.7030279	34.17809306	2.067661472	3.552907183
Smox	9.29851286	10.62212127	1.654046737	1.646040691
Gab2	14.36016081	14.54044986	2.96493402	3.09298535
Ftl1	1636.048725	1588.005287	529.6883617	518.7875329
Rab32	36.8859631	30.23190531	7.448758559	7.961277775
Fads1	27.20877312	26.42808528	6.89714836	6.745848882
Pald1	8.91972975	8.333947432	1.137605228	1.513616793
Cmtm4	17.01812277	18.41743186	4	3.487032958
Adap2	7.06162397	5.80783312	0.516557194	0.856188285
Slc40a1	1845.760947	1815.30972	31.88928841	68.11969168
Igkv5-45	6.130479841	8.99423139	62.55268905	95.141311
Fzd7	12.74624154	7.900806892	0.827023368	0.888842681
Hfe	95.27329633	97.27519081	3.688412472	7.500568772
Il11ra1	8.368679518	9.493894381	1.585568273	1.218410264
Ccl6	12.05867928	12.11733053	0.89564567	1.777685362
Fcgrt	155.3092557	152.5353695	20.40711027	31.80099499
Ighv14-3	26.63035951	27.91560658	93.24794329	80.5046382
Osgin1	7.786634993	7.071420249	1.102669163	1.316766922
Tfec	8.74828366	6.736503629	0.309712174	0.823020345
Spic	146.7279598	132.6977409	8.932103696	16.22335168
Ctsl	66.99585805	70.08335813	11.82689945	17.26765178
Dab2ip	11.9174197	11.28238368	2.413287839	2.500124605
Dram1	10.09101927	14.31047843	1.758079122	1.613283518
Plod1	39.89123822	44.66274445	8.790833741	11.61566624
Bmpr2	9.849155307	13.01406717	1.205807828	1.810012926
4931406C07Rik	29.28317338	29.24260641	6.584162762	8.190775203
Vamp5	24.65827547	23.47413351	5.860403498	6.611602545
Fpr1	47.17661495	54.26687774	2.515769944	5.098242509
Slc48a1	240.8514835	228.8090016	79.01200684	86.40243105
Pcolce2	14.50019101	24.26828073	0.447512535	1.020304659
C1qb	814.064897	766.4245692	34.41582049	65.93625303
Cd200r4	7.679434088	6.507033585	0.723467443	1.185092771
Angptl4	17.56948502	20.30833418	4.41373496	3.38932974
Rragd	5.44148341	5.743778042	0.930449658	0.494142826
C1qc	903.261558	828.8688297	36.58042673	70.61975936
Avpi1	9.540070979	8.299359493	1.550786413	0.888842681
Metrnl	13.22320509	16.56423878	2.413287839	3.06099354
Cd300ld	23.52299738	30.56905396	0.585605091	1.580082624
Igkv3-5	59.59006847	79.3412928	251.079425	295.9069969
Dnah8	1.893427262	1.8263965	15.48715243	10.49769004
P2rx7	19.49456422	24.16756137	4.620343138	5.19815625
Rin2	7.610546211	10.12605275	0.516557194	1.119612889
Ppt2	12.8794582	12.67575697	1.550786413	2.566851795
Slamf8	11.29803524	16.92401542	2	2.073402202
Hsd11b1	44.29279091	42.42962433	14.59093065	14.93887912
Tifab	16.08896929	15.9667635	0.999307093	2.171963713
Id2	85.62736351	73.66972744	21.06827075	25.79465061
Gm13994	6.439729101	5.975253828	1.102669163	1.119612889
Aph1b	16.73735904	15.57326999	3.240013895	4.112455307
Frmd4a	9.781122222	11.11934576	0.89564567	1.744725412
Klrk1	14.36016081	14.73321116	0.447512535	1.316766922
Tcn2	112.6731537	98.83841704	34.96888765	39.31478337
Cyp27a1	9.815079818	9.828695844	2.033549347	2.335934789
Plin2	56.76776353	59.26054544	16.99454698	20.43542015
Clec4a3	75.89852796	74.02804377	4.275223965	8.485501931
Gsr	28.38388176	36.83486372	6.689971199	8.190775203
Basp1	40.02973056	35.30987968	11.47959628	12.10893434
Lcp2	71.55595846	69.5028388	26.40977307	23.75237713
Hmga1	51.58930122	53.11325348	19.10661099	16.87715707
Mrc1	488.4272899	563.7844982	21.30322581	42.25353091
Igkv4-80	27.07707509	36.02683476	110.2779084	101.9699323
Tbc1d4	8.888869829	9.794691139	1.758079122	0.954621014
Mt1	11.40030091	11.68835503	2.96493402	2.698205069
Cd4	20.63469201	23.40913953	1.89605393	0.724471077
Il9r	209.6733947	174.3690284	552.5648571	584.8812784
8-Sep	6.302831088	6.639156685	1.275444392	1.316766922
Parp12	8.888869829	9.659844732	1.516767545	2.139094176
Crisp3	8.91972975	10.71826882	1.344434994	2.040609318
Pilra	122.8709454	112.6731537	2.86195304	6.680703355
Ccl5	9.094535786	7.933733846	1.068065408	1.744725412
Pld3	409.2957851	408.7287738	161.6802895	146.2203196
Cmtm3	45.28621313	40.75767921	15.30573053	13.94813183
Fcer1g	308.4729126	288.4145225	18.03840659	34.41582049
Pla2g4a	27.28431654	25.01982858	2.515769944	4.671869578
Akr1c13	7.748945514	8.100438459	1.688801775	1.876442393
Lrp1	167.8466578	228.9676549	11.41611605	20.69198291
Sh3bgrl2	23.00698453	25.92011116	7.346209298	7.205007839
Igkv6-14	29.52775976	20.95176677	135.7680309	102.8929268
Slc1a3	23.8018202	32.62712586	3.310387264	5.230685394
Tmem141	5.303703041	5.876674533	1.033830736	1.119612889
I830077J02Rik	13.02309096	11.21999401	0.964598185	2.006943497
Marcks	269.6604252	273.4247445	41.35529058	65.6626013
Slc4a1	5.787739543	7.170133597	0.275094652	0.856188285
Slc39a8	11.01960037	8.82746992	2.240778428	2.006943497
Rnf149	54.22927584	51.94813318	19.17294434	20.62039409
Smagp	31.06030303	30.97430486	9.586472171	10.79282027
Erlin2	88.58558183	83.45924706	33.73092555	34.87206759
Sqrdl	10.26740718	12.11733053	0.412938832	1.218410264
Fblim1	12.64066099	12.54464727	2.137611982	3.190980959
Dysf	12.36336879	12.8794582	0.275094652	1.020304659
Fcgr1	47.66967882	45.44343547	2.171963713	4.836622703
Slc11a1	219.9451533	205.7858536	6.620774529	14.64158669
Mical2	7.095970441	6.272323633	1.033830736	1.513616793
Fam102b	24.05058365	25.26380437	5.070050088	7.170133597
Kcnk13	17.97599845	18.22693404	4.103912581	2.370185542
Kcnj2	9.402210627	5.278031643	0.378666579	0.724471077
Ighv3-6	98.5647583	108.4585517	271.3479125	347.7724888
E330020D12Rik	11.05785765	8.362880802	2.171963713	1.842928372
Ece1	43.80428202	44.41576701	17.02992292	17.3757097
Tnip3	0.860352631	1.295042999	5.449032139	5.72390608
Blvra	79.01200684	66.30289687	26.8341819	26.64882467
Gbp8	33.24349131	36.70742478	6.964404506	10.3316588
Asah1	196.9929242	211.8647849	81.06459224	87.30546143
Nxpe4	16.63327096	15.90049749	3.964118253	5.035028694
Plscr1	46.91573623	45.06701526	109.6680902	103.3933795
Gsto1	32.44670335	32.85406546	11.17342826	8.391914621
AI607873	21.97817973	23.0389011	1.550786413	3.38932974
Hexa	321.7954239	293.8630179	126.5005634	127.02776
Zfp365	3.89061979	2.223758315	17.31559431	16.08896929
A4galt	8.987999224	7.933733846	2.240778428	1.711190051
Anpep	6.921093525	7.966798025	1.033830736	1.744725412
Spon1	51.23294788	45.60120365	17.3757097	19.17294434
Tbxas1	63.20645513	61.6915077	2.344044567	5.594464331
Rasa4	17.91380622	17.92622743	4.89734557	5.921653192
Glul	407.5971066	384.5427013	157.8050977	170.1897098
P2rx4	104.5464309	100.1487081	44.97339841	45.85477281
Hsd3b7	7.37171349	6.736503629	1.620006947	1.876442393
Frmd4b	111.8173307	113.2211757	3.240013895	7.862564788
Jun	32.78581834	37.76557899	84.918089	87.60856404
Arl4d	27.20877312	28.20736505	10.27452647	8.913549207
Tppp	8.230613663	8.397733469	1.102669163	2.006943497
Slc16a7	10.43963958	10.68859263	3.000077979	3.224331326
Rasgef1b	69.5028388	85.56803171	29.40521227	28.09029752
Nxpe5	15.29512508	15.23164654	2.37841423	3.980638887
Wee1	9.474172895	10.056107	27.20877312	26.87140777
Comt	62.5960623	57.20225039	24.72673759	24.6070533
Cd1d1	50.17858906	49.45347518	14.21162873	19.08014196
Thsd7a	1.067325338	0.39887262	10.89806428	18.71340262
Dhrs3	12.32913773	10.78534185	3.171136546	3.521036054
Cyb5r1	37.76557899	33.05966041	8.276380652	11.74520509
Lrrk2	92.34743596	107.8587942	250.2107562	236.7137992
Lmbrd2	24.11735855	25.7232317	8.82746992	9.081936817
Slc43a2	177.9095321	175.947353	77.97825688	80.78413006
Apoc1	8.5741877	14.34026719	0.89564567	0.296889917
Pcyox1	104.9821326	123.8113702	41.01273357	48.73883967
Dfna5	6.337878487	7.835362381	1.550786413	1.842928372
Sema4c	6.921093525	6.570485606	1.8263965	1.842928372
8-Mar	19.97328878	19.61655776	4.585248743	6.480027789
Acot11	10.09101927	8.299359493	2.620786808	2.139094176
Tle1	8.196454584	8.033340346	2.37841423	2.370185542
Kdelc2	8.333947432	9.031715238	2.240778428	2.66474965
Efnb1	14.98035596	15.53015152	4.965709966	5.296355642
Siglece	108.9105574	112.8294602	4.275223965	10.03521764
Ffar2	30.25286774	30.10643544	103.2501452	75.06143675
Man1c1	20.98083223	15.8345065	4.826575679	5.396410137
Abca9	15.94464421	15.10547871	0.757858283	2.040609318
Cyb5a	108.0084219	100.775421	46.62397164	48.97589663
Cadm1	146.931509	136.9020272	16.7257616	30.23190531
Glo1	42.13654151	42.13654151	89.63560454	92.09174912
Mgst1	45.2234766	51.23294788	4.965709966	9.540070979
Tmem176b	20.18203854	24.72673759	55.67663057	58.81042454
Prkra	10.09101927	9.22788484	2.930201749	3.027233586
Pkp4	16.18965122	15.40151109	5.449032139	4.178543051
Ccr3	296.3174955	235.7313785	7.759695283	18.16387363
Ifitm3	34.84790449	42.87307528	2.722628233	5.79175269
Slc37a2	84.74169027	77.54705027	32.11109595	36.65657274
Plcg1	11.57547909	11.28238368	28.72032162	35.55547932
Lgmn	731.6449995	761.6582464	341.3244613	325.6097297
Hist1h1c	31.14653997	24.50492795	8.207825163	9.60642742
Pstpip2	5.407643332	5.844177514	0.688725023	1.41519416
Dram2	88.279099	87.66931072	33.05966041	40.53229612
Ccnd1	16.22335168	17.88898962	1.758079122	3.620025852
Slc8b1	51.94813318	56.61058786	20.14011478	23.95076779
Abcb4	18.80442125	19.91798777	5.759725274	7.170133597
Mgat4b	15.32696349	12.31205776	3.37760355	4.343927425
H2-Q6	434.7372782	395.6278014	916.5056726	1067.484939
Abcc5	33.98909397	39.56080835	14.13304082	14.96997597
Hip1	39.61568931	38.74665869	16.58721762	17.26765178
Cpq	47.70273238	49.93571073	10.72570073	16.67945217
Itgb5	144.3072528	129.876806	5.966976107	13.71801659
Leprot	148.7762058	145.4117459	61.9056851	71.60557447
Por	130.2374006	109.2886674	54.60647028	50.49259781
Gm10505	2.617156143	2.38998241	8.586082291	7.797437047
C5ar2	5.475535252	5.544279543	1.620006947	1.447938172
Slc7a2	16.94749335	17.86420739	0.3441239	1.316766922
Bmf	28.48242346	24.16756137	8.932103696	10.07005739
Pilrb2	40.89917962	39.26031927	0.86154616	2.698205069
Fcgr3	123.4685676	131.9639448	6.825808785	15.23164654
Tmem206	36.50443891	40.30815936	15.16843144	16.91228865
Sirpa	636.4926305	613.1090968	72.15362638	133.52814
Igkv3-10	29.38483719	36.40336729	140.1667163	94.54963607
Fhod1	41.32663521	33.05966041	13.547925	14.64158669
Slc35f6	36.58042673	34.65520146	13.10458717	15.62733646
Swap70	632.5343422	602.5762495	189.4929021	260.4748012
Aoah	9.126109727	11.05019559	1.413233644	2.63170905
Tmem51	57.24191371	53.85468687	15.79066473	22.53350763
Dnajb13	7.610546211	6.671448351	1.620006947	2.270484204
Ermard	18.63573738	18.75235654	44.63179732	39.97427602
Kif13a	10.09101927	9.890202087	3.3449856	2.205338326
Tbc1d8	6.337878487	8.333947432	1.48246701	2.106722072
